Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Year,Disaster Type,Iso,Country Name,Occurrence,Total deaths,Injured,Affected,Homeless,Total affected,Total damage
Jamaica,JAM,"Population, total",SP.POP.TOTL,"1,629,003","1,651,915","1,678,467","1,707,019","1,734,763","1,760,000","1,783,125","1,803,891","1,823,706","1,844,936","1,869,000","1,895,629","1,925,162","1,956,080","1,985,852","2,013,000","2,037,716","2,059,399","2,080,307","2,104,141","2,133,000","2,162,300","2,200,100","2,240,800","2,279,900","2,311,100","2,335,800","2,350,600","2,356,400","2,374,900","2,390,000","2,406,042","2,423,044","2,441,024","2,460,002","2,480,000","2,509,923","2,534,069","2,556,780","2,574,289","2,589,389","2,605,556","2,615,253","2,624,695","2,634,145","2,643,601","2,653,042","2,662,481","2,671,934","2,681,386","2,690,824","2,699,838","2,707,805","2,714,669","2,720,554","2,725,941",null,1963,Storm,JAM,Jamaica,1,11,null,null,null,null,11525000
Jamaica,JAM,"Population, total",SP.POP.TOTL,"1,629,003","1,651,915","1,678,467","1,707,019","1,734,763","1,760,000","1,783,125","1,803,891","1,823,706","1,844,936","1,869,000","1,895,629","1,925,162","1,956,080","1,985,852","2,013,000","2,037,716","2,059,399","2,080,307","2,104,141","2,133,000","2,162,300","2,200,100","2,240,800","2,279,900","2,311,100","2,335,800","2,350,600","2,356,400","2,374,900","2,390,000","2,406,042","2,423,044","2,441,024","2,460,002","2,480,000","2,509,923","2,534,069","2,556,780","2,574,289","2,589,389","2,605,556","2,615,253","2,624,695","2,634,145","2,643,601","2,653,042","2,662,481","2,671,934","2,681,386","2,690,824","2,699,838","2,707,805","2,714,669","2,720,554","2,725,941",null,1968,Drought,JAM,Jamaica,1,null,null,100000,null,100000,500000
Jamaica,JAM,"Population, total",SP.POP.TOTL,"1,629,003","1,651,915","1,678,467","1,707,019","1,734,763","1,760,000","1,783,125","1,803,891","1,823,706","1,844,936","1,869,000","1,895,629","1,925,162","1,956,080","1,985,852","2,013,000","2,037,716","2,059,399","2,080,307","2,104,141","2,133,000","2,162,300","2,200,100","2,240,800","2,279,900","2,311,100","2,335,800","2,350,600","2,356,400","2,374,900","2,390,000","2,406,042","2,423,044","2,441,024","2,460,002","2,480,000","2,509,923","2,534,069","2,556,780","2,574,289","2,589,389","2,605,556","2,615,253","2,624,695","2,634,145","2,643,601","2,653,042","2,662,481","2,671,934","2,681,386","2,690,824","2,699,838","2,707,805","2,714,669","2,720,554","2,725,941",null,1973,Storm,JAM,Jamaica,1,6,10,2500,null,2510,1700000
Jamaica,JAM,"Population, total",SP.POP.TOTL,"1,629,003","1,651,915","1,678,467","1,707,019","1,734,763","1,760,000","1,783,125","1,803,891","1,823,706","1,844,936","1,869,000","1,895,629","1,925,162","1,956,080","1,985,852","2,013,000","2,037,716","2,059,399","2,080,307","2,104,141","2,133,000","2,162,300","2,200,100","2,240,800","2,279,900","2,311,100","2,335,800","2,350,600","2,356,400","2,374,900","2,390,000","2,406,042","2,423,044","2,441,024","2,460,002","2,480,000","2,509,923","2,534,069","2,556,780","2,574,289","2,589,389","2,605,556","2,615,253","2,624,695","2,634,145","2,643,601","2,653,042","2,662,481","2,671,934","2,681,386","2,690,824","2,699,838","2,707,805","2,714,669","2,720,554","2,725,941",null,1977,Epidemic,JAM,Jamaica,1,null,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1960,Earthquake,JPN,Japan,1,138,null,null,null,null,140000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1960,Storm,JPN,Japan,1,41,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1961,Flood,JPN,Japan,1,357,null,1302249,null,1302249,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1961,Storm,JPN,Japan,2,296,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1962,Flood,JPN,Japan,1,71,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1963,Storm,JPN,Japan,3,133,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1964,Earthquake,JPN,Japan,1,25,376,35000,null,35376,800000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1964,Flood,JPN,Japan,1,136,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1964,Landslide,JPN,Japan,1,108,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1964,Storm,JPN,Japan,1,42,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1965,Flood,JPN,Japan,2,142,null,3000000,null,3000000,90000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1965,Storm,JPN,Japan,3,147,770,30000,null,30770,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1966,Storm,JPN,Japan,2,358,121,13764,null,13885,7900000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1967,Flood,JPN,Japan,2,489,34,117,null,151,20000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1967,Storm,JPN,Japan,2,290,429,2655,null,3084,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1968,Earthquake,JPN,Japan,1,47,281,2500,null,2781,131000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1968,Storm,JPN,Japan,3,124,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1969,Storm,JPN,Japan,1,72,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1971,Storm,JPN,Japan,1,135,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1972,Flood,JPN,Japan,1,458,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1972,Landslide,JPN,Japan,1,80,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1972,Storm,JPN,Japan,1,50,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1973,Storm,JPN,Japan,1,101,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1974,Earthquake,JPN,Japan,1,30,73,null,null,73,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1974,Landslide,JPN,Japan,1,17,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1974,Storm,JPN,Japan,3,284,50,null,null,50,400000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1975,Landslide,JPN,Japan,1,30,null,null,null,null,null
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1975,Storm,JPN,Japan,1,68,52,123,null,175,505000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1976,Flood,JPN,Japan,1,null,null,null,null,null,40000000
Japan,JPN,"Population, total",SP.POP.TOTL,"92,500,572","94,943,000","95,832,000","96,812,000","97,826,000","98,883,000","99,790,000","100,725,000","101,061,000","103,172,000","104,345,000","105,697,000","107,188,000","108,079,000","110,162,000","111,940,000","112,771,000","113,863,000","114,898,000","115,870,000","116,782,000","117,648,000","118,449,000","119,259,000","120,018,000","120,754,000","121,492,000","122,091,000","122,613,000","123,116,000","123,537,000","123,921,000","124,229,000","124,536,000","124,961,000","125,439,000","125,757,000","126,057,000","126,400,000","126,631,000","126,843,000","127,149,000","127,445,000","127,718,000","127,761,000","127,773,000","127,854,000","128,001,000","128,063,000","128,047,000","128,070,000","127,817,277","127,561,489","127,338,621","127,131,800","126,958,472",null,1976,Storm,JPN,Japan,1,169,107,325000,null,325107,800000000
